,0,1,2
525,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-R4 ( 0.00- 2.00 s).wav,54,"[12.72368431 -0.89895862 -7.47655869  9.49748802 -1.25933552 -4.09531641
  8.84262085  2.50045753 -0.09363045  9.9018507   7.80394936 -0.75398618
 -8.59824944 -2.6717062  -4.9645896   0.75333381 -7.18214417 -3.464288
  7.00838947 -0.08942278 -7.87769365  4.02659798 -3.92146564 -2.7742672
 -8.71308804 -2.3478744  -1.83018184  0.15537789 -3.12411213  6.77826118
 -1.48212445 -8.80741692 -5.80411959 -8.45935535  2.91824174  7.90778351
  2.46338487 -0.03249203 -1.80584455  1.19764841  1.54925644 -8.50810528
 -4.03533888 -4.64313698  3.81802773 -2.61492109 -1.56444573 -2.26116633
 -0.08083862  7.43691826  1.89814627  8.74658203 -4.5159812  -0.92234975
 18.21565819 -0.73149502 -1.23483825  4.45994759 -7.37691116 -1.22162271]"
526,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-R10 ( 0.00- 2.00 s).wav,54,"[ 1.56805687e+01 -2.04666197e-01 -8.38688564e+00  1.21000433e+01
 -1.17811620e+00 -4.34092760e+00  8.61866379e+00  3.33099651e+00
  9.86767001e-04  1.16112061e+01  7.00342798e+00 -2.31815410e+00
 -1.03071909e+01 -3.23845196e+00 -5.02484465e+00  7.12852597e-01
 -9.90478420e+00 -5.52414131e+00  8.50033855e+00 -1.10979652e+00
 -8.36374187e+00  4.31168079e+00 -3.27119613e+00 -3.80456257e+00
 -1.20714350e+01 -1.94465101e+00 -1.33715439e+00  4.62271094e-01
 -3.84920144e+00  6.13409138e+00 -3.21388745e+00 -9.87759304e+00
 -6.40351439e+00 -1.07198753e+01  4.65616322e+00  1.04501667e+01
  3.98710465e+00 -9.82433856e-01 -9.51655567e-01  4.59884852e-01
  3.81484842e+00 -1.09601583e+01 -5.63372374e+00 -4.30510426e+00
  2.81161594e+00 -3.63295865e+00 -3.61421323e+00 -1.20385492e+00
 -7.96118900e-02  9.75842285e+00  3.24636173e+00  1.02751961e+01
 -4.65189695e+00 -1.07220519e+00  2.17324829e+01 -1.23675323e+00
 -1.14839935e+00  5.22243452e+00 -8.45899868e+00 -1.88815379e+00]"
527,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-L11 ( 0.00- 2.00 s).wav,54,"[ 11.74100113   3.35913682  -7.53908348  13.66457558  -5.01592255
  -6.08254957  13.29595757   1.09190953   1.94917107  18.22970581
   6.75007057   0.63851666  -7.94084597  -4.90533447  -9.04256344
   6.04082632  -7.68908119  -9.50102615   9.14276981   5.05174255
  -8.67884159   4.32933569  -6.40449619  -7.58328962  -8.64943314
  -5.25792742  -3.44589043  -1.64152861  -6.99526501   6.20869684
  -2.12156558  -9.33134747  -7.94504023  -9.66787338   6.99125481
   8.17169189   5.62787294  -0.07817443  -1.2885468    0.05531312
   0.12247053 -11.8234787   -5.45953417  -6.79977083   2.09141827
  -1.30682516  -5.68569374   0.83252048   1.89241064  10.2415123
   6.03841543  14.81580353  -5.24563837   0.44850352  23.78147125
  -4.14681244  -4.4265461    2.26187158  -9.91090298   4.12667894]"
528,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-L14 ( 0.00- 2.00 s).wav,54,"[ 13.53451443   2.51211739  -8.05261135  12.02302742  -4.33464241
  -5.17752981  10.53365231   2.87264466   1.31208932  14.80182838
   5.75905514   0.21146441  -8.42641163  -4.30036736  -6.65538931
   3.76660728  -8.79421902  -8.804636    10.07360649   3.61114001
  -8.52849197   5.46129417  -5.50119781  -6.23928356  -9.00711441
  -4.19066238  -2.294101    -1.05294776  -5.77295303   5.79717159
  -1.56573415  -8.73628616  -7.3849082  -10.2111311    5.29847145
   7.51329803   5.70932293  -1.13236833  -1.01939833   0.42716664
   0.9228552  -10.47725773  -4.80271244  -5.06264639   2.20659161
  -1.71390688  -5.3691349    0.92494786   1.85801923   9.6079483
   5.36517429  12.95436573  -5.61858225  -0.34733373  21.84788132
  -2.38732219  -4.03340149   1.83923483  -9.45409012   1.69356549]"
529,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-L7 ( 0.00- 2.00 s).wav,54,"[ 9.43536568  2.85495543 -6.67652559 10.85509396 -5.7642417  -5.46354055
 13.20259571 -0.4734391   3.37106943 14.49068165  5.51253366  2.28007078
 -6.39534092 -3.22451425 -9.02142811  4.78940868 -6.8275938  -7.63634682
  9.14738083  6.62969303 -8.0861845   5.03853798 -6.93803883 -6.99459267
 -6.5790205  -4.23023844 -4.22425032 -1.46992481 -6.484303    4.76531219
 -1.39648175 -8.69446754 -6.67034388 -8.7637701   5.39165306  6.43578911
  5.12516356  1.70045626 -2.10835099 -0.20116231 -1.28434694 -9.70382977
 -4.35271549 -6.73187447  3.84676862 -1.07539523 -4.40298414  0.45866647
  1.69199204  9.19298172  3.83246922 12.29249668 -4.34527159  0.2123725
 21.03317833 -3.82011175 -4.13497972  1.27569747 -9.21683502  4.34732485]"
530,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-L2 ( 0.00- 2.00 s).wav,54,"[ 12.78436279   3.79287124  -8.34810543  10.25502014  -5.95728016
  -4.51784182  10.87526798   1.22275925   2.99945974  14.37724018
   3.85776281   0.49209121  -7.64047003  -3.89343023  -7.74960661
   4.54351187  -8.56905937  -9.03294659  12.09056187   5.17823458
  -8.08216858   5.44416285  -5.96904325  -7.0963192   -8.90965843
  -3.48846364  -3.32571101  -1.5150274   -6.80799723   5.32401419
  -1.17953503  -8.87533092  -6.43054867 -10.41075897   6.16883183
   7.61640978   6.9187274    0.16960794  -1.06583095  -1.41998506
  -0.79157126 -10.78045273  -5.49883652  -5.7717557    3.60159254
  -1.4168607   -6.1273632    1.42837894   1.25609124  11.30279636
   4.55973387  13.6673851   -4.96732903  -1.21844208  22.3935585
  -2.9086349   -3.83140254   0.6215325   -9.61828804   1.91195798]"
531,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-R13 ( 0.00- 2.00 s).wav,54,"[ 11.97092342  -0.07613302  -7.14012241  12.68163395  -1.78793609
  -5.20707464  10.02374744   2.18535519   1.12289953  10.61635876
   6.85287189  -1.9422487   -8.90891171  -2.43139076  -6.17094135
   1.57535172  -9.13116932  -4.0240469    6.38721085  -0.16469936
  -7.65008211   3.04371262  -3.35729599  -4.15699196 -11.28255272
  -1.14489508  -2.07062387   0.19474098  -2.96919775   4.32041311
  -4.19858503  -9.32899284  -6.30314016  -9.15680599   5.34145641
   9.50444126   3.72697282   0.61921901  -0.94593465   0.73809046
   2.97655487 -10.28169537  -4.83919668  -5.43864965   1.67940748
  -2.98614979  -3.07109737  -1.59154069  -0.61357051   9.36198997
   3.66154718  10.06326866  -2.94402122   0.02928882  20.0610733
  -3.1129458   -1.07475603   5.52137518  -8.39478207   0.61266118]"
532,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-L6 ( 0.00- 2.00 s).wav,54,"[ 11.47789574   2.80887938  -7.49678612  11.54230022  -4.6974206
  -5.46724463  12.18146229   0.16391873   2.23108816  16.94606781
   5.73315001   0.82992208  -7.46346235  -3.65646076  -8.08369064
   4.85869503  -7.58410835  -8.08998203   9.3845787    4.64335537
  -7.97595882   3.24750137  -5.59747982  -7.02268219  -8.52778912
  -3.84147143  -2.95019484  -1.40420413  -6.41382265   5.28013134
  -2.59976697  -8.94548321  -6.57462692  -9.37469673   6.51917171
   8.44771576   5.44456434   0.8574571   -0.86521375  -0.22432762
   0.20185481 -11.53121948  -5.63000154  -6.65531015   2.97446418
  -1.51407886  -5.56494904   1.00334597   0.95913512  10.92995739
   4.30085564  13.45614243  -4.49598694  -0.67910302  23.11645889
  -3.784271    -3.78148317   2.38588381  -9.2899828    3.34180427]"
533,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-R3 ( 0.00- 2.00 s).wav,54,"[ 16.02249336   0.28206846  -8.93031693   9.68258095  -2.52557278
  -4.1263895    8.98913193   2.48759747   1.09498358  12.17357159
   6.13085556  -1.2290138   -9.58202839  -3.32163024  -5.55708599
   1.13066232  -9.2540493   -6.11866093   9.93062401  -0.05716177
  -8.4025507    4.78054905  -3.47365856  -4.6669488  -10.79041672
  -2.19231057  -1.62902844  -0.09235257  -4.58529997   6.84369135
  -1.85664725  -9.45149803  -5.46535349  -9.83800983   3.7100625
   9.45431614   4.19949913  -0.28731835  -1.0951519   -0.721964
   1.73200953 -10.60925961  -5.63107014  -4.6245122    4.22407103
  -3.42977738  -3.49748516  -0.92087567   0.50748825  10.00292969
   3.14630079  10.50480652  -5.00448847  -1.73071563  22.34035683
  -0.45358595  -1.95738745   3.38809752  -8.21404934  -1.82993782]"
534,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-L3 ( 0.00- 2.00 s).wav,54,"[ 12.67291355   3.55725479  -8.27122593  10.24136162  -5.40391922
  -4.30475903  10.92524052   1.00697398   2.44020438  15.36184502
   4.62249136   0.14372839  -7.47867203  -4.04536676  -7.6213975
   4.84089184  -7.78800154  -8.86252975  11.69040298   4.93392277
  -7.97961283   4.66153955  -5.88257647  -6.76505041  -8.53154278
  -3.69893909  -3.05761862  -1.57225072  -6.78977585   6.20904255
  -0.99650866  -8.80937481  -6.41377258 -10.04050922   6.35945606
   7.51799917   6.38266802   0.06895792  -0.94651914  -1.16921592
  -0.76711541 -10.91627026  -5.73411179  -6.03835011   3.6294179
  -1.11772132  -6.10836554   1.27467144   0.70139569  11.2402029
   4.03089142  14.19485474  -5.13283873  -1.309829    22.06376076
  -2.84821582  -3.60328984   1.00883317  -9.46748257   1.75418341]"
535,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-L10 ( 0.00- 2.00 s).wav,54,"[ 13.7486887    1.81048393  -8.34349823  10.48536301  -3.57075334
  -4.7595892    8.58723259   2.93693519   0.55377835  14.16526699
   5.11641788  -0.6726824   -8.03773594  -3.05776381  -4.65268803
   2.64020252  -8.66288376  -7.58058786   9.39400768   2.17126751
  -7.72681427   3.23139763  -4.24358749  -5.31151962  -9.10125065
  -2.46971297  -0.81523794  -0.60122347  -4.59228659   4.75589466
  -2.69695592  -7.93532848  -6.05429268  -9.72045612   5.06491852
   7.9495225    5.80691385  -0.944947     0.3189728    0.96564251
   1.75445282 -10.73143864  -4.93982649  -4.47949457   1.5997386
  -1.59693527  -5.52833509   1.7310071    0.34140784  10.29832745
   4.12623978  12.01915073  -5.02041101  -1.46546447  20.45980263
  -2.1251483   -3.81571317   2.45612884  -8.90957642   0.45244318]"
536,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-L13 ( 0.00- 2.00 s).wav,54,"[ 13.16880131   3.46433854  -8.46481037  11.92661381  -5.45205355
  -4.96285439  12.0829668    1.18185127   2.40040946  16.56422806
   5.40103865   0.33526728  -8.14256477  -4.43032026  -8.22228527
   5.1843667   -8.35678768  -9.38940525  11.1804533    4.93308878
  -8.58098602   4.75384903  -6.00059223  -7.52135658  -9.02682877
  -4.29620171  -2.89652395  -1.53086615  -6.96066427   6.4469285
  -1.50016677  -9.18636131  -7.0160737  -10.17853546   6.69512177
   8.14169598   6.18447351  -0.15313125  -1.05633008  -0.72485632
  -0.28999305 -11.57298088  -5.67057467  -6.3738575    3.02717257
  -1.44382775  -6.18265772   1.04548764   1.26293302  11.34207535
   5.00903559  14.81216621  -5.22463131  -0.79930657  23.87947273
  -3.46959138  -3.91088772   1.34779847  -9.88986301   2.26739621]"
537,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-R15 ( 0.00- 2.00 s).wav,54,"[ 14.03052521   0.81990445  -7.91674709  13.27749062  -2.04796004
  -4.99956799  10.16945553   2.64011049   1.02956557  12.4298296
   6.62176943  -2.46297574  -9.79907322  -3.41692448  -6.58621788
   2.13093925  -9.83952808  -5.78596354   8.1944952   -0.25325763
  -8.09099483   3.75673103  -3.46472025  -4.93744278 -12.20047474
  -1.95248711  -1.93305719   0.03961015  -4.13029432   5.64749432
  -3.62653756  -9.90599918  -6.68465662 -10.22469997   6.03837204
  10.3245573    4.49949074  -0.30718243  -0.95400691  -0.1815199
   3.12098145 -11.24671459  -5.60622597  -5.4280715    2.0103879
  -3.36270571  -4.03084898  -1.2183162   -0.16043828  10.52924347
   4.28696728  11.7196455   -3.7852664   -0.2347701   22.20742607
  -2.82347012  -1.26862025   5.02358818  -8.86567688  -0.20244958]"
538,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-R7 ( 0.00- 2.00 s).wav,54,"[ 14.4876833    2.4254477   -8.35420227  12.2729702   -2.56022644
  -3.95712781   9.15322876   1.85230923   0.93244982  15.37951088
   5.04495859  -3.63299084  -9.43834019  -4.65776062  -7.15844488
   4.04761457  -8.75703049  -7.65494442   9.79627514  -0.54224837
  -7.31201982   2.57979202  -3.01323891  -6.04257393 -12.69504738
  -2.2083118   -2.20800304  -0.90383732  -5.67481852   7.31441212
  -2.73148298  -9.7818222   -6.42323017 -10.06705666   8.39081478
  10.64042473   5.64020205  -0.87659109  -0.2937068   -2.26321459
   2.2157023  -12.52520657  -7.11040974  -6.04341984   1.8130455
  -2.48909235  -5.78232908  -0.45455697  -0.28923637  12.76826382
   4.53861141  14.67922497  -4.17705584  -1.11069417  22.91296768
  -2.28173852  -0.67909729   4.5805378   -9.04473209  -0.43973666]"
539,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-L1 ( 0.00- 2.00 s).wav,54,"[12.14616108  2.36763525 -7.6687541  11.50714016 -4.48061371 -5.1666503
 11.27406502  2.14943194  1.57005537 14.33317852  6.21921349  0.6319589
 -7.82155275 -3.9022882  -6.95043468  3.92742276 -7.95711517 -8.07830811
  9.59473133  4.56102228 -8.41290188  5.2027483  -6.0328269  -5.86297989
 -7.76937723 -4.34026384 -2.56041813 -0.98698103 -5.63948393  5.86042118
 -1.13826799 -8.68501663 -7.26353931 -9.60856152  5.02830029  6.96614885
  5.03438663 -0.55311495 -1.52108347  0.66858727  0.35421979 -9.84372997
 -4.35977888 -5.50951958  2.80127668 -1.44662583 -4.76911831  0.61727011
  1.24628329  9.0236969   4.35520983 12.72042561 -5.40584326 -0.2639676
 20.83101654 -2.73499799 -3.98792696  1.68939304 -9.30039692  2.08437729]"
540,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-L8 ( 0.00- 2.00 s).wav,33,"[-5.41358185  2.44037175 -2.09008336 -6.7380867  -4.84228325 -1.36465824
  1.38416147 -0.64074886  5.99208641 -3.95365715 -2.35551977 -1.50269079
  1.22259545 -1.97067881 -3.69480658  5.52156782  5.48554182 -0.26555121
 -3.44455647  2.18499875 -0.92690545 -2.07020211  1.17575705 -0.66194135
  1.64447713  0.10189257 -2.9898181  -0.4213044   2.45040917  0.73282391
  5.60675716  1.06006765  2.52866149 11.52145481 -3.96478891 -5.04195642
 -3.18555641 -1.70308256 -1.31294477 -6.52941942 -6.9155345   3.98561597
  4.29017878 -2.6828897  -0.54016709 -3.10941243  6.52580976 -4.62381458
 -1.66285336 -6.08179855  4.56143808  0.82747066  2.98015213  1.89729428
 -3.33102059  0.67870772 -1.97497058 -5.8497057   4.94532108 -0.86894429]"
541,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-L12 ( 0.00- 2.00 s).wav,33,"[-7.15276003  3.34912348 -1.67530859 -8.04376411 -5.83249331 -0.02307232
  0.9991647  -3.31369638  7.03010607 -2.96891356 -3.87703276 -1.41746151
  3.79021883 -0.93598038 -4.93272638  5.96559572  6.77627134 -0.57168794
 -4.06209421  2.22479057  0.85664254 -3.81302094  1.26182401 -1.50912225
  3.04564023  0.90249389 -3.78804493 -1.02238846  1.41391504 -0.70207411
  4.05171824  2.39964128  4.99364328 12.44138241 -3.3837204  -4.85354519
 -3.33159184  0.34786534  0.1257354  -7.68398094 -8.11355114  2.27597928
  2.49258924 -2.87615013 -0.04001018 -2.49353385  5.64102697 -3.4365952
 -2.28315401 -5.72015905  4.06428671  0.53545535  4.13714695  1.0842433
 -3.67169046 -0.5990718  -2.59309387 -6.2592001   6.13663101  0.15356959]"
542,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-R1 ( 0.00- 2.00 s).wav,33,"[-7.01064014 -2.45014238 -2.00055432 -9.25007534 -6.48936653  0.37309495
 -1.37551749 -5.19614363  6.94494009 -3.87022781 -7.27084494  5.56329155
  5.65537167  3.01121664 -1.07683682 -2.9776454   3.78689933 -1.94600654
 -5.97793531  2.65847421  1.01826656 -4.34935617  2.56432748 -6.55262136
  7.65944338  2.80152559  2.25144029 -0.42334804  2.48086643 -6.66701555
 -0.42534661  7.26877213 13.61510849 14.79666233 -6.77313709 -8.36606026
 -4.22838211  1.71279478  1.20447648 -3.41168141 -5.88211966  1.96770024
  6.28240824  0.30095127 -1.91176689 -3.05639338  5.664186    2.28550816
  3.01770401 -6.85613489 -0.79766065 -3.80361557  5.43895006  0.07241502
 -4.87885571  3.83129144 -6.42806816 -8.06106091  6.30309391  0.67385757]"
543,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-R14 ( 0.00- 2.00 s).wav,33,"[-7.48235464 -2.23946643 -1.52707028 -9.78940201 -6.21673489  0.64151543
 -1.9522891  -5.16934109  6.81937218 -3.80884862 -7.73553514  5.3379817
  5.91641426  2.60957837 -1.00505054 -2.6477921   4.45438194 -2.0491538
 -6.60722637  2.0199604   1.6682266  -4.84067726  3.21184659 -6.53119421
  7.84289217  2.51305413  2.36550379 -0.30908597  2.46419597 -6.73749733
 -0.39375997  7.82842684 13.75555325 15.69306755 -6.71544361 -8.32131386
 -4.59934282  1.23159158  1.42514515 -3.71735048 -6.13722467  2.03289151
  6.34220314  0.35993931 -2.32141638 -3.12932134  5.7499299   2.16965032
  2.87662888 -7.41404104 -0.18693013 -4.10407019  5.50140619  0.17886151
 -5.27422619  3.57673264 -6.17542028 -8.39202499  7.10478306  0.85260284]"
544,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-R2 ( 0.00- 2.00 s).wav,33,"[-6.79248524 -1.37685978 -1.0842948  -8.61675835 -5.0325098   0.32410276
 -2.82922912 -4.53349876  7.38519526 -3.43966031 -7.55133009  3.86144114
  4.53013802  1.39386678 -0.81508392 -2.76935053  3.47084808 -1.91190124
 -5.53053951  1.32892573  2.48759532 -4.36810303  3.8548665  -5.57143688
  5.02012253  2.7997067   1.95268703 -1.34736848  2.541713   -6.62409067
 -0.15285747  6.97918701 13.22174358 13.35413456 -6.24226761 -7.08267498
 -3.94722486  0.46552008  2.27378392 -3.73186946 -5.07079983  2.30297852
  4.52785063  1.68145001 -2.31255507 -3.12416887  3.99987054  2.05068064
  2.65948629 -6.734097   -0.18910618 -3.40848017  4.21697521 -1.22248781
 -4.66855335  3.86835599 -5.08737326 -7.0214653   7.82126093  0.75945932]"
545,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-R15 ( 0.00- 2.00 s).wav,33,"[-6.17319489 -1.46406901 -0.63773459 -7.75380039 -3.0716083  -0.29503667
 -1.3785888  -3.23782587  5.33759642 -3.48300028 -5.21944809  0.31552938
  4.19015646  0.95027685 -1.96913767 -0.68173182  3.93739152  0.99986768
 -5.41064024 -0.15630607  0.78898925 -4.68429661  3.924227   -3.71330333
  3.47042251  2.57936621  0.6266523  -0.97774529  3.91446066 -4.30517721
 -0.11310981  5.28167772  9.10397816 13.10715008 -4.75216293 -6.04739285
 -4.11059809  0.74472201  1.82917953 -4.41460705 -5.1379509   1.19237375
  3.93922281 -1.83191526 -2.22186685 -3.57674408  6.0055871   0.21050848
 -0.48952937 -5.64015865  1.55196464 -2.42430162  6.23771667  1.53182435
 -4.68177652  1.72839868 -2.52939439 -5.3079319   5.66274071  0.63362926]"
546,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-L9 ( 0.00- 2.00 s).wav,33,"[-6.68901825  1.58352387 -2.02261257 -7.04499626 -5.49669218 -1.94379783
  2.11970329 -2.35311794  7.49338579 -3.74904203 -2.817626   -1.2818768
  2.49673557 -0.49879932 -4.78680706  5.18033791  5.56273746  0.6813885
 -4.79495525  2.18564582 -1.30810106 -3.08857703  1.09286177 -2.07138133
  2.18242979  1.76878142 -3.55467653 -1.21656299  3.04357862 -1.18049645
  3.79631686  1.75411534  4.05953264 13.44965935 -4.07576752 -6.03421879
 -3.14912987  0.71751678 -0.32529396 -6.7626791  -7.47887897  2.84203935
  4.00912809 -3.68231726 -1.44563758 -3.29023671  7.63883066 -3.76511312
 -1.78216445 -5.99113035  5.11039925  0.23371632  4.91939163  2.76195383
 -3.25220704 -0.09354105 -2.6495471  -5.39226484  4.61977911  0.94416058]"
547,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-R9 ( 0.00- 2.00 s).wav,33,"[-5.90202284 -2.05849528 -0.06615978 -7.20658541 -2.61824942 -0.90207595
 -1.44715607 -2.026088    4.67266703 -3.71007752 -5.66904497  1.44679499
  3.31926441  0.54439765 -0.74047834 -1.79681599  3.04823971  0.28573263
 -5.73729134 -0.08209652  0.76434505 -3.92665195  4.538064   -4.03096199
  3.82672048  1.39105809  2.26134276  0.03242566  4.2088232  -4.85389233
 -0.06102255  5.91593885  8.61078262 12.99715805 -5.46447086 -6.17753649
 -4.52145815 -0.70961493  1.18050134 -3.37325525 -4.26930761  2.01558661
  5.72474098 -1.22221875 -2.99423814 -4.28644371  6.03687525  0.79596817
  0.62481016 -6.81702089  1.65088212 -3.02169442  5.51158428  2.33417606
 -5.04427671  2.32923841 -2.93103981 -6.06809902  5.64330673  0.91980416]"
548,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-L15 ( 0.00- 2.00 s).wav,33,"[-7.46974182  3.54565811 -1.68383801 -7.4177928  -6.65567303 -0.51454455
  1.15119147 -3.6357348   8.50601864 -2.48863888 -5.06267262 -2.79217863
  3.89919186 -1.28087485 -6.39418411  7.55729294  6.55619144 -0.44662011
 -4.47033072  1.18174291  1.30930531 -4.37228537  1.8847568  -3.22992182
  1.09986365  2.10811949 -5.06968021 -1.87743914  1.64132679 -2.04378486
  2.65784311  2.70884132  5.1972928  13.38905239 -1.73871326 -4.48831606
 -2.04298878  1.49181223  0.9809466  -8.91583252 -8.82226753  0.38313496
  1.04383016 -3.71924305 -1.30558693 -2.23333812  4.47270632 -2.864779
 -2.05420446 -4.83384848  6.77661467  1.46582556  5.37143898  1.73068547
 -2.84663868 -1.58854783 -2.07370448 -5.56945848  5.42502117  2.05302548]"
549,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-L10 ( 0.00- 2.00 s).wav,33,"[-7.34671926  3.19931531 -1.67295766 -7.465168   -6.85710144 -0.2263107
  1.6698575  -3.92181182  8.30109978 -2.16046309 -4.543643   -2.31184268
  4.21635866 -0.98831159 -6.52258301  7.48884583  6.88370037 -0.54364353
 -4.20108652  1.78674877  1.08773839 -4.18902588  1.40957654 -3.25349212
  1.95870614  1.70681894 -4.83090496 -1.6690129   1.29805088 -1.18162775
  2.93818021  2.5985539   5.17724085 13.37005234 -1.77776933 -4.82240009
 -2.48199677  1.82185709  0.5557133  -8.74269295 -9.0114975   0.35549921
  1.21130741 -4.19322681 -0.66534638 -1.81371677  4.53420067 -3.13660407
 -2.13251162 -4.55716133  5.83181477  1.84991252  5.17531967  1.70688379
 -2.62441635 -1.49803412 -2.24517655 -5.76609516  5.02635288  1.68790698]"
550,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-L5 ( 0.00- 2.00 s).wav,33,"[-7.63957739  2.65751362 -2.06662774 -6.69259739 -7.57301283 -0.96776229
  2.26829314 -5.02875328  9.85848236 -2.42134356 -4.63417912 -1.82325089
  4.66009808  0.50642276 -7.09388113  6.46215916  5.73311043  0.20474781
 -4.43562603  2.08298302  0.30622119 -4.16127443  0.31138438 -3.99572945
  1.64885962  3.82372713 -5.80712461 -2.58850956  1.63502276 -3.19032073
  1.17191803  2.23477125  5.76240778 12.78740025 -1.55441523 -5.42814732
 -1.28329659  4.13053608  1.26934385 -8.11536026 -8.85402775 -0.52726543
  0.60606563 -4.42217875 -1.08421803 -1.57051671  4.60390711 -2.38095808
 -1.83027196 -3.44043589  5.51353407  1.70045412  6.06971407  1.70657122
 -2.01279116 -1.68804955 -2.89828777 -4.5556035   3.84340739  3.14736271]"
551,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-R11 ( 0.00- 2.00 s).wav,33,"[ -8.05055046  -3.13299179  -2.15392637 -11.39580059  -6.7065134
   0.32715786  -1.15690649  -4.71263075   6.08334494  -5.06317282
  -7.72944069   5.08389664   6.7980547    3.18772101  -0.99098116
  -2.43590498   4.8613019   -1.13845384  -7.72109747   1.60866094
   0.60634756  -5.60556698   4.07189751  -7.08828926   9.62340355
   2.58487582   3.55559063   0.71698868   3.99298525  -6.74749231
  -0.36454481   8.83776855  14.05831528  19.02907753  -7.4914856
  -9.61945248  -5.86533308   1.08945596   1.01666713  -4.13081169
  -7.11353874   1.88588035   8.81015396  -1.72954631  -3.05184746
  -4.17118883   8.23076725   1.81059098   1.73722756  -8.24171066
   0.59434515  -4.46469545   7.96750784   2.08717489  -6.26431322
   2.93863297  -6.46296024 -10.01185417   6.62251282   0.31360388]"
552,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-R10 ( 0.00- 2.00 s).wav,33,"[-7.07117367 -2.27494621 -1.10557735 -8.67770672 -5.16030121 -0.76650345
 -0.82349986 -2.76730418  5.47202349 -4.54118967 -6.74133682  4.74115515
  4.1358819   1.99029422 -0.04857607 -2.35770059  3.44190741 -1.62405777
 -6.8208313   1.93051696  0.62257832 -4.1299119   3.73915887 -5.39341021
  7.38910007  1.14001775  3.53920913  1.04172516  3.50333738 -6.05919456
  0.28796983  6.95191002 10.73869228 15.36256599 -7.09875584 -7.68632793
 -5.28182268 -0.78583974  0.43882272 -3.03613234 -5.31941032  3.09960628
  8.37754154 -0.40486288 -2.94620848 -4.3875885   6.81218243  1.39183366
  2.18539429 -8.20803642  0.98074752 -4.14735413  5.159657    1.93490171
 -5.40192699  2.96049333 -5.70288229 -8.78821659  6.50296736  0.79016656]"
